0;1;2;3;4;5;6;7;8
Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;607.D29org.wmv;nie;Awaria pojazdu, pierwsza pomoc
Kierujesz pojazdem na obszarze zabudowanym. Czy w tej sytuacji użycie sygnału dźwiękowego jest zabronione?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;610.D29GMorg.wmv;nie;Inne
Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed pojazdem szynowym skręcającym w prawo do zajezdni ?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;614.D29GMorg.wmv;nie;Znaki Ostrzegawcze
Zamierzasz wjechać na drogę twardą skręcając w prawo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;627.D33_2org.wmv;nie;Znaki nakazu i zakazu
Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;774. RONDO_12org.wmv;nie;Znaki informacyjne, kierunku
Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem szynowym nadjeżdżającym z przeciwka?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;635.D33_org.wmv;nie;Znaki poziome
Zamierzasz skręcić w prawo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;636.D33org.wmv;nie;Sygnalizacja świetlna
Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;638.D33org.wmv;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji masz pierwszeństwo przed zawracającym pojazdem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;640.D33org.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji masz pierwszeństwo przed pojazdem jadącym na wprost przez skrzyżowanie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;641.D33org.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji, poza obszarem zabudowanym, dozwolone jest wyprzedzenie z prawej strony jadącego przed Tobą pojazdu?;TAK;NIE;BRAK;Tak;A,B,C,D,AM,A1,A2,B1,C1,D1;D26_144org.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w przedstawionej sytuacji jesteś ostrzegany o opadach śniegu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_6220d8org.jpg;nie;Szczególna ostrożność
Czy w przedstawionej sytuacji jesteś ostrzegany o częstym występowaniu zablokowania ruchu pojazdów (korka)?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;A-33 (5)org.jpg;nie;Warunki drogowe
Kierując motocyklem, uczestniczysz w wypadku drogowym, w którym jest ranny. Czy obowiązuje Cię zakaz usuwania pojazdu z miejsca wypadku?;TAK;NIE;BRAK;Tak;A,A1,A2;img_4604zz.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji masz obowiązek przesunąć uszkodzony motocykl na pobocze drogi?;TAK;NIE;BRAK;Tak;A,A1,A2;0590D14MM_motocyklorgbm.jpg;nie;Technika jazdy
Czy w tej sytuacji masz obowiązek przesunąć na pobocze motocykl, który uległ awarii?;TAK;NIE;BRAK;Tak;A,A1,A2;0357D14MM_motocyklorgbm.jpg;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji masz obowiązek przesunąć uszkodzony motocykl na pas awaryjny?;TAK;NIE;BRAK;Tak;A,A1,A2;1444D15_Amotocyklorgbm.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji masz obowiązek przestawić uszkodzony motocykl na pas awaryjny?;TAK;NIE;BRAK;Tak;A,A1,A2;410D15_motocyklorgbm.jpg;nie;Inne
Czy w tej sytuacji masz obowiązek sygnalizować postój uszkodzonego ciągnika rolniczego?;TAK;NIE;BRAK;Tak;T;1001D14_traktor_z2orgbm.jpg;tak;Znaki Ostrzegawcze
Czy w tej sytuacji widoczny sygnał zezwala Ci na wjazd za sygnalizator, jeżeli nie utrudnisz tym ruchu pojazdom nadjeżdżającym z przeciwka?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;0566D18_aorgbm.jpg;nie;Znaki nakazu i zakazu
Czy w tej sytuacji masz obowiązek używać świateł mijania lub świateł do jazdy dziennej?;TAK;NIE;BRAK;Tak;B;B.1.6.3.Bzdorg.wmv;tak;Znaki informacyjne, kierunku
Czy w warunkach zmniejszonej przejrzystości powietrza wolno Ci jechać z włączonymi światłami do jazdy dziennej?;TAK;NIE;BRAK;Nie;B;B.1.6.7.Bzorg.wmv;tak;Znaki poziome
Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi, który nadjeżdża z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D42_19org.wmv;nie;Sygnalizacja świetlna
Czy w sytuacji, gdy zamierzasz jechać na wprost, masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D42_2org.wmv;nie;Pierwszeństwo przejazdu
Czy włączając się do ruchu po zabraniu pasażera, masz pierwszeństwo przed nadjeżdżającym pojazdem, który skręca w lewo na stanowisko postojowe?;TAK;NIE;BRAK;Nie;A,B,C,D,AM,A1,A2,B1,C1,D1;D42_5org.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Rozpoczynasz jazdę. Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi widocznemu w lusterku?;TAK;NIE;BRAK;Tak;B;D42_16org.wmv;tak;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi widocznemu w lusterku?;TAK;NIE;BRAK;Tak;B;D42_12org.wmv;tak;Wyprzedzanie, omijanie, wymijanie cofanie
Czy znak ustawiony na prawej jezdni oznacza zakaz ruchu w obu kierunkach?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D20_0079org.jpg;nie;Szczególna ostrożność
Czy możesz skorzystać z tej drogi, chcąc wjechać do myjni?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_0004borg.jpg;nie;Warunki drogowe
Czy w przedstawionej sytuacji wolno Ci skręcić w prawo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_0486d5org.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji masz prawo kontynuować manewr wyprzedzania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;WC_D17_25org.wmv;nie;Technika jazdy
Czy w tej sytuacji masz prawo wyprzedzić skręcający pojazd?;TAK;NIE;BRAK;Tak;A,AM,A1,A2,B1;W12(14)org.wmv;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji wolno Ci wyprzedzić pojazd z prawej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;WC_D17_30_org_2.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji masz prawo wyprzedzić pojazd?;TAK;NIE;BRAK;Nie;A,B,C,D,AM,A1,A2,B1,C1,D1;WC_D17_33org.wmv;nie;Inne
Czy w tej sytuacji, na obszarze zabudowanym, wolno Ci wyprzedzić pojazd z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,AM,A1,A2,B1,C1,D1;WC_D17_36org.wmv;nie;Znaki Ostrzegawcze
Czy w tej sytuacji wolno Ci wyprzedzić pojazd?;TAK;NIE;BRAK;Tak;A,B,C,D,AM,A1,A2,B1,C1,D1;WC_D17_38org.wmv;nie;Znaki nakazu i zakazu
Czy w tej sytuacji należy powstrzymać się od wyprzedzenia pojazdu?;TAK;NIE;BRAK;Tak;B,C,D,C1,D1;WC_D17_09org.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji masz prawo kontynuować manewr wyprzedzania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;WC_D17_15_org_2.wmv;nie;Znaki poziome
Czy w tej sytuacji masz prawo wyprzedzić pojazd?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;WC_D17_23_org_2.wmv;nie;Sygnalizacja świetlna
Czy w przedstawionej sytuacji zbliżasz się do drogi z pierwszeństwem przejazdu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_1229d6org.jpg;nie;Pierwszeństwo przejazdu
Czy w przedstawionej sytuacji jesteś obowiązany do zatrzymania się przed znakiem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D20_0181org.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w przedstawionej sytuacji wolno Ci skręcić w lewo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_1645d6org.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy na widocznym skrzyżowaniu wolno Ci zawrócić?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_1701d6org.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy ten znak zakazu umieszczony w obrębie skrzyżowania dotyczy tylko jezdni, przy której jest ustawiony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_4362org.jpg;nie;Szczególna ostrożność
Czy w tej sytuacji masz prawo zatrzymać pojazd na poboczu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_1451orgbm.jpg;nie;Warunki drogowe
Czy na najbliższym skrzyżowaniu wolno Ci oczekiwać na możliwość zawrócenia w obrębie pasa dzielącego jezdnie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1.5.1.-3 IMG_0720orgbm.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji zajmujesz właściwy pas ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;MD_D6_03_org.wmv;nie;Technika jazdy
Czy w tej sytuacji, zajmując prawy pas ruchu, będziesz mógł poprawnie wykonać skręt w lewo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_1707d8orgbm.jpg;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji, zamierzając skręcić w prawo, powinieneś jechać dalej zajmowanym pasem ruchu i zmienić go bezpośrednio przed skrzyżowaniem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_6706_1orgbm.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji, gdy zamierzasz jechać do Gdańska, należy zmienić pas ruchu na lewy?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,C1,D1;IMG_9314orgbm.jpg;nie;Inne
Czy w tej sytuacji możesz jechać na wprost dowolnym pasem ruchu, gdy w tunelu nie ma innych pojazdów?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_028d9orgbm.jpg;nie;Znaki Ostrzegawcze
Czy masz prawo zatrzymać pojazd w odległości 11m za tym znakiem drogowym?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_8614orgbm.jpg;nie;Znaki nakazu i zakazu
Czy w tej sytuacji masz prawo zatrzymać pojazd na pasie między jezdniami?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_9870orgbm.jpg;nie;Znaki informacyjne, kierunku
Czy wolno Ci zaparkować pojazd w tej zatoce?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_3136aorgbm.jpg;nie;Znaki poziome
Czy w tej sytuacji wolno Ci zaparkować pojazd na poboczu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_1451orgbm.jpg;nie;Sygnalizacja świetlna
Czy bezpośrednio za tym znakiem masz prawo zatrzymać pojazd na poboczu, jeżeli nie utrudni to ruchu innych pojazdów?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_0296d8org.jpg;nie;Pierwszeństwo przejazdu
Zamierzasz zmienić pas ruchu na lewy. Czy masz pierwszeństwo przed pojazdami poruszającymi się tym pasem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;2845D15orgbm.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy z zajmowanego pasa ruchu wolno Ci skręcić w lewo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_3170orgbm.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy z zajmowanego pasa ruchu wolno Ci zawrócić?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_7233orgbm.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy z zajmowanego pasa ruchu wolno Ci zawrócić?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_9975orgbm.jpg;nie;Szczególna ostrożność
Czy w tej sytuacji, na autostradzie, wolno Ci kontynuować wyprzedzanie pojazdu z prawej strony ?;TAK;NIE;BRAK;Tak;A,B,C,D,A1,A2,C1,D1;D26_286org.jpg;nie;Warunki drogowe
Czy w tej sytuacji wyprzedzanie jest zabronione?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D26_488org.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji, rozpoczynając manewr wyprzedzania, możesz spowodować wypadek?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D26_501org.jpg;nie;Technika jazdy
Czy na tak oznakowanej drodze wolno Ci zawrócić?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,C1,D1;IMG_7683d8orgbm.jpg;nie;Obowiązki kierującego, dokumenty
Czy wolno Ci zawrócić na widocznym odcinku drogi?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,C1,D1;0589orgbm.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy wolno Ci zawrócić na moście?;TAK;NIE;BRAK;Nie;A,B,AM,A1,A2,B1;2934D15orgbm.jpg;nie;Inne
Czy w tej sytuacji wolno Ci zmienić pas ruchu i skręcić w prawo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_6729_1orgbm.jpg;nie;Znaki Ostrzegawcze
Zamierzasz wjechać na lewy pas ruchu. Czy masz pierwszeństwo przed pojazdami, które się nim poruszają?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_6737_1org.jpg;nie;Znaki nakazu i zakazu
Czy masz obowiązek użyć kierunkowskazu, jeśli zamierzasz wjechać na prawy pas?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_7431_1orgbm.jpg;nie;Znaki informacyjne, kierunku
Czy masz obowiązek sygnalizować zamiar zmiany pasa ruchu, jeśli w tej sytuacji jedziesz przy prawej krawędzi jezdni?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_7431aorgbm.jpg;nie;Znaki poziome
Czy w tej sytuacji masz obowiązek użycia kierunkowskazu, jeśli zamierzasz zmienić pas ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_8826orgbm.jpg;nie;Sygnalizacja świetlna
Czy w tej sytuacji, wjeżdżając na sąsiedni pas ruchu, masz pierwszeństwo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_9335orgbm.jpg;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji wolno Ci jeszcze skręcić w prawo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_8169orgbm.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tym miejscu wolno Ci zmienić pas ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1.5.2.-32 IMG_0571orgbm.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy na tej drodze wolno Ci zrezygnować z sygnalizowania zamiaru skrętu w prawo, jeśli nikt za Tobą nie jedzie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_6703_1orgbm.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy na tym skrzyżowaniu wolno Ci zawrócić?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;0255d8orgbm.jpg;nie;Szczególna ostrożność
Czy w przedstawionej sytuacji wolno Ci skręcić w prawo w najbliższą jezdnię?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_2071d8org.jpg;nie;Warunki drogowe
Czy w przedstawionej sytuacji obowiązuje Cię zakaz zawracania od miejsca ustawienia znaku do najbliższego skrzyżowania włącznie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1805D14MMorg.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji wolno Ci skręcić w lewo na najbliższym skrzyżowaniu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_4300org.jpg;nie;Technika jazdy
Czy w tej sytuacji masz prawo rozpocząć wyprzedzanie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D26_601org.jpg;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji masz prawo wyprzedzić motocykl jednośladowy, jeśli kierujesz motocyklem wielośladowym?;TAK;NIE;BRAK;Tak;A,A1,A2;IMG_8905d8Dorg.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji, kierując samochodem ciężarowym o dopuszczalnej masie całkowitej 12 ton, masz prawo wyprzedzić samochód osobowy?;TAK;NIE;BRAK;Nie;C;D38_5661org.jpg;tak;Inne
Kierujesz samochodem ciężarowym o dopuszczalnej masie całkowitej nie przekraczającej 3,5 tony. Czy w przedstawionej sytuacji wolno Ci wyprzedzić samochód osobowy?;TAK;NIE;BRAK;Tak;B;D38_5661org.jpg;tak;Znaki Ostrzegawcze
Czy w tej sytuacji kierując autobusem wolno Ci wyprzedzić samochód osobowy?;TAK;NIE;BRAK;Tak;D,D1;D38_5661org.jpg;nie;Znaki nakazu i zakazu
Czy w tej sytuacji wolno Ci wjechać na zwężony odcinek jezdni, jeżeli nie zmusisz tym nadjeżdżającego z przeciwka do zatrzymania się?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_6248d8.jpg;nie;Znaki informacyjne, kierunku
Czy w przedstawionej sytuacji umieszczona pod znakiem tabliczka wskazuje odległość znaku od miejsca, w którym masz obowiązek zatrzymania się?;TAK;NIE;BRAK;Tak;A,B,C,D,A1,A2,B1,C1,D1;IMG_7019d8org.jpg;nie;Znaki poziome
Czy zakaz określony tym znakiem obowiązuje Cię do najbliższego skrzyżowania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_0524d5org.jpg;nie;Sygnalizacja świetlna
Czy na drodze za tym znakiem wolno Ci zatrzymać pojazd na czas do 1 minuty?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;IMG_4011org.jpg;nie;Pierwszeństwo przejazdu
Czy na widocznym skrzyżowaniu wolno Ci skręcić wyłącznie w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1472D14MMorg.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji wolno Ci jechać pojazdem z włączonymi światłami przeciwmgłowymi?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,B1,C1,D1;642.D33org.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji masz prawo kontynuować jazdę  bez zwracania uwagi na zachowanie pieszego?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;634.D33_org.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy za tym znakiem masz prawo zaparkować pojazd na 5 minut ?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;2697D15orgbm.jpg;nie;Szczególna ostrożność
Czy masz prawo zatrzymać pojazd na widocznym moście w celu wysadzenia pasażerów?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;2962D15orgbm.jpg;nie;Warunki drogowe
Czy masz prawo zatrzymać pojazd bezpośrednio za tym przejściem dla pieszych?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3462D15orgbm.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji masz prawo zaparkować pojazd za tym znakiem, jeżeli pozostawisz odpowiednią ilość miejsca dla pieszych i pojazdów?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3475D15orgbm.jpg;nie;Technika jazdy
Czy masz prawo zaparkować pojazd na chodniku przed tymi znakami?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3825D15orgbm.jpg;nie;Obowiązki kierującego, dokumenty
Czy za tym znakiem masz obowiązek zająć lewy pas ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;2175D15orgbm.jpg;nie;Awaria pojazdu, pierwsza pomoc
Czy w sytuacji, gdy wszystkie pasy do jazdy na wprost są wolne, masz obowiązek zająć lewy pas ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3963D15orgbm.jpg;nie;Inne
Czy w tej sytuacji wolno Ci pozostać na lewym pasie ruchu, gdy prawy jest wolny?;TAK;NIE;BRAK;Nie;A,B,C,D,AM,A1,A2,B1,C1,D1;MD_D5_10_ff_loorg_2.wmv;nie;Znaki Ostrzegawcze
Czy bezpośrednio za tym znakiem masz prawo zaparkować pojazd?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D15b_05-7_org.wmv;nie;Znaki nakazu i zakazu
Czy masz prawo zaparkować w tym miejscu na moście?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;D15b_19-12_org.wmv;nie;Znaki informacyjne, kierunku
Czy w przedstawionej sytuacji należy zmienić pas ruchu na lewy, pozostawiając pas prawy wolniej jadącym pojazdom?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,C1,D1;MD_D15a_11_org.wmv;nie;Znaki poziome
Czy w tej sytuacji postąpiłeś właściwie, zmieniając pas ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;MD_D5_07_ff_lo_org.wmv;nie;Sygnalizacja świetlna
Czy w tej sytuacji musisz przewidywać, że zza tramwaju wyjedzie rowerzysta?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3287D15orgbm.jpg;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji możesz podjąć próbę wyprzedzania rowerzysty?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3352D15orgbm.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji, powstrzymanie się od wyprzedzenia rowerzysty jest prawidłowe?;TAK;NIE;BRAK;Tak;B;MD_D15b_10org.wmv;tak;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji powinieneś zmniejszyć prędkość?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;4221D15orgbm.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji powinieneś oddalić się od prawej krawędzi jezdni?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3039orgbm.jpg;nie;Szczególna ostrożność
Czy w tej sytuacji, jadąc na wprost, musisz mieć stale włączony lewy kierunkowskaz, ponieważ omijasz zaparkowane pojazdy?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3067D15org.jpg;nie;Warunki drogowe
Czy w tej sytuacji masz obowiązek wcześniej zasygnalizować, że zamierzasz zmienić pas ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;4015D15org.jpg;nie;Prędkość, hamowanie, odstępy
Czy zmieniając nieznacznie tor jazdy pojazdu w obrębie dotychczas zajmowanego pasa ruchu, masz obowiązek sygnalizować to wcześniej kierunkowskazem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;4446D15org.jpg;nie;Technika jazdy
Zamierzasz kontynuować jazdę drogą z pierwszeństwem. Czy powinieneś użyć kierunkowskazu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3397D15org.jpg;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji wolno Ci zrezygnować z użycia kierunkowskazu zanim zmienisz pas ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;MD_D3_03_loorg.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji masz prawo zmienić pas ruchu na prawy, jeśli kierujesz pojazdem, który nie wykonuje odpłatnego przewozu osób na regularnych liniach?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;MD_D4_01_ff_loorg.wmv;nie;Inne
Czy w tej sytuacji masz obowiązek użycia kierunkowskazu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3746D15org.jpg;nie;Znaki Ostrzegawcze
Czy w tej sytuacji wolno Ci zawrócić na widocznym skrzyżowaniu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;3935D15org.jpg;nie;Znaki nakazu i zakazu
Czy na tym skrzyżowaniu będzie Ci wolno zawrócić, gdy zapali się sygnał zielony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;4640D15org.jpg;nie;Znaki informacyjne, kierunku
Czy na tej drodze wolno Ci zawracać?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,C1,D1;4675D15org.jpg;nie;Znaki poziome
